target_id	[G9.1]	[G9.2]	[G9.3]	[G9.4]	[G9.5]	[G9.6]	[G9.7]	[G9.8]	[G9.9]	[G9.10]
P32300	173.162712	197.148594	138.665037	138.568392	97.0126582	173.034309	239.215686	181.017241	174.71875	170.05567
P54577	206.491525	313.722892	200.633252	202.886573	180.848101	255.037336	340.5294120000001	260.224138	298.65625	247.164261
P42346	1035.96271	1430.10843	993.687042	971.063217	810.6835440000001	1237.2744699999996	1681.60784	1298.16379	1343.40625	1209.9903800000004
P34949	170.677966	237.751004	156.288509	159.647413	128.481013	197.192735	272.705882	213.396552	217.1875	192.125773
Q9NZ45	44.3525424	60.15261039999999	41.8264059	42.07440560000001	36.835443	51.4732593	69.4313725	55.63793100000001	59.375	50.5175258
Q8HY88	183.511864	232.919679	155.29828899999995	155.50965	112.734177	196.74773	268.568627	210.87931	200.5625	193.004124
Q9H160	89.2305085	178.00401599999995	111.933985	114.107413	118.101266	137.619576	183.431373	146.293103	174.6875	133.761512
Q9Y233	318.813559	443.26506	302.875306	312.112727	247.291139	377.238143	511.529412	396.87069	409.6875	368.685911
P51449	189.783051	308.108434	196.731051	197.675524	176.772152	240.94551	323.352941	253.396552	283.78125	235.178694
Q6V1X1	365.467797	535.120482	358.337408	358.475105	292.0759490000001	440.905146	578.04902	449.189655	477.859375	428.461856
P09960	246.511864	350.228916	237.880196	238.171608	196.594937	296.25227	396.598039	304.8793100000001	319.796875	288.5030930000001
P19099	216.484746	272.128514	204.07824	185.191608	155.759494	251.007064	330.147059	239.577586	254.125	245.32164900000004
Q01062	378.284746	519.11245	354.706601	375.017902	287.632911	444.801211	619.862745	471.0	491.515625	433.814433
Q8IV61	273.088136	394.61847400000005	268.105134	268.872867	224.30379700000003	331.784057	448.127451	346.3103450000001	371.75	323.317526
Q14469	99.9423729	170.751004	94.6479218	86.6676923	90.6708861	117.016145	161.215686	145.18965500000004	149.8125	113.152577
P02751	839.013559	1513.95984	855.938875	888.355245	786.531646	1053.62563	1420.32353	1238.5431	1268.375	1022.2
P53671	253.779661	370.799197	247.0978	248.903357	206.56962	304.474268	407.441176	313.25	344.3125	295.97732
P00519	386.522034	704.8393570000002	399.08313	393.93007	388.822785	495.519677	675.45098	586.508621	639.34375	480.747766
P54098	467.267797	734.281124	476.03423	457.938182	410.810127	583.545913	768.029412	606.327586	668.765625	567.79244
P49187	187.59661	268.18473900000004	179.112469	182.611608	154.265823	223.238143	304.147059	240.043103	247.59375	217.823368
Q9UF33	424.922034	608.8152610000002	397.107579	397.040839	319.607595	489.043391	653.5784309999998	519.155172	542.5625	476.46323
Q92731	209.108475	303.3654620000001	200.283619	200.979441	171.481013	246.652876	339.362745	266.05172400000004	281.609375	240.769759
Q9UM73	613.545763	978.417671	582.114914	582.200979	493.835443	717.911201	972.0	799.206897	851.078125	697.517526
Q16288	348.481356	483.461847	322.618582	324.184056	254.78481	400.118063	543.460784	423.672414	425.09375	390.030928
P11064	62.2508475	93.4216867	61.4352078	64.5655944	53.9873418	75.7023209	104.980392	82.66379309999998	87.375	74.01099659999998
O95372	98.020339	124.116466	81.7212714	81.588951	62.2278481	102.336024	142.696078	113.741379	115.78125	99.5477663
P06239	197.050847	305.493976	198.454768	196.952867	166.443038	244.266398	322.490196	255.318966	273.234375	237.075601
P08487	492.640678	765.8192769999998	510.452323	504.50965	441.012658	625.724521	827.27451	651.948276	713.953125	608.870103
Q8TCT1	105.6	154.277108	100.374083	99.3355245	81.5696203	121.709384	165.22548999999995	130.051724	142.890625	118.732646
Q8BJ56	195.315254	281.899598	180.193154	178.69035	147.531646	224.745711	309.401961	240.689655	254.796875	217.629553
P23739	748.0881360000002	1085.40964	727.08313	714.189231	590.886076	891.1271439999998	1162.97059	931.905172	932.265625	868.540206
P11388	556.779661	940.329317	593.733496	582.141818	574.670886	744.379415	990.5	801.974138	892.203125	724.323024
P07949	436.633898	651.891566	419.290954	424.593566	348.316456	516.161453	697.666667	547.060345	592.421875	502.060481
P13945	182.457627	214.39759	146.444988	140.46993	101.924051	180.435923	248.519608	187.181034	190.046875	175.82405500000004
Q9Y2D0	128.789831	180.337349	127.672372	118.915245	105.101266	156.079717	203.578431	153.327586	166.921875	151.610997
O14965	147.315254	244.991968	157.349633	146.916224	149.177215	194.967709	257.382353	203.034483	224.765625	189.600687
Q86U86	626.369492	1032.54217	658.806846	646.158182	618.0	816.145308	1083.4902	868.1379310000002	969.109375	790.920275
P14555	56.1118644	80.7389558	54.4572127	61.42727270000001	49.9873418	65.7497477	87.6078431	64.6206897	76.96875	64.89484540000001
P41597	179.037288	201.907631	147.669927	147.508951	100.303797	184.537841	244.029412	173.06034499999996	172.96875	181.145704
P09917	284.152542	385.116466	273.352078	271.287972	217.797468	336.850656	443.833333	336.077586	354.484375	328.270103
P36544	221.230508	278.2249	195.012225	197.657203	143.31645600000004	240.689203	323.676471	239.594828	247.40625	234.667354
Q63704	318.40339	432.116466	307.5623470000001	299.861958	247.810127	375.557013	493.529412	379.051724	396.5	368.321649
P13569	631.8101690000002	847.8192769999998	585.716381	571.0730070000002	458.240506	734.962664	986.088235	748.801724	756.484375	720.7560139999998
P25774	130.091525	189.441767	127.867971	134.716923	111.835443	156.140262	207.088235	162.681034	175.0625	153.246048
Q9P0X4	907.874576	1282.66265	823.7677259999998	823.564336	644.177215	1016.95964	1393.28431	1096.39655	1146.875	989.358076
P29317	380.877966	574.273092	362.286064	372.733427	303.35443	447.096872	600.931373	489.12931	517.1875	435.846735
P51787	278.057627	400.718876	255.606357	239.38993	210.012658	315.458123	416.156863	325.258621	349.96875	307.90378
O14684	72.98983050000002	76.0441767	60.797066	56.6875524	41.3417722	74.568113	98.86274509999998	69.6465517	70.734375	73.1120275
P11344	214.288136	309.718876	208.232274	209.334965	166.303797	252.408678	335.990196	261.112069	271.21875	245.986942
P51617	261.718644	429.136546	249.012225	245.760839	215.683544	306.859738	421.76470599999993	352.008621	374.796875	297.14433
P11926	183.650847	265.582329	170.374083	181.438182	142.164557	211.800202	291.833333	237.448276	246.15625	206.874227
Q9NRM7	390.989831	662.939759	399.613692	385.815804	374.278481	490.162462	654.803922	544.172414	600.265625	474.932646
Q15393	482.511864	717.032129	454.359413	466.444755	372.113924	568.84662	778.215686	625.060345	644.5	553.835739
P53634	188.372881	264.851406	175.689487	187.69021	142.696203	214.982846	285.0490200000001	225.62069	232.8125	210.770447
Q9UBN7	452.813559	703.305221	424.469438	451.136364	350.012658	527.207871	738.303922	620.3534480000002	632.8125	513.639863
Q99884	303.823729	332.678715	248.119804	253.032867	157.658228	308.388496	406.343137	286.836207	283.546875	302.762199
P23975	297.230508	321.481928	244.594132	245.486294	157.20253200000005	303.234107	398.588235	285.3793100000001	274.390625	298.361512
P23574	205.657627	262.839357	188.779951	185.806154	143.10126599999995	232.42886	306.235294	231.068966	229.46875	227.602749
P60568	64.7084746	82.47389559999998	61.64547679999999	61.25566429999999	49.8607595	78.5257316	107.22549	78.9310345	77.46875	76.89415809999998
P20839	203.111864	305.88755	180.0978	194.973566	152.31645600000004	228.23108	319.1176470000001	264.224138	271.890625	223.731271
P42356	869.9491529999998	1199.71084	811.655257	817.787413	662.1518990000002	1010.86478	1371.11765	1054.86207	1093.54688	987.289347
P09874	375.057627	612.718876	379.110024	387.23622400000005	363.177215	477.325933	643.401961	517.017241	582.125	465.540893
P56560	217.162712	302.8554220000001	200.723716	199.285734	160.78481000000005	249.244198	328.421569	251.681034	270.953125	242.602749
Q13547	178.00678	292.253012	186.127139	197.288112	170.139241	229.513623	303.95098	246.362069	275.875	222.971821
P21588	242.084746	334.120482	216.826406	222.386993	174.227848	272.23108	368.813725	286.344828	293.578125	265.887285
P24666	60.72203390000001	93.7188755	61.1246944	65.32097900000001	54.8227848	75.14127140000002	102.931373	82.32758620000001	87.484375	73.4329897
Q96PN6	709.244068	875.9638550000002	664.1589240000002	662.785175	510.924051	825.126135	1092.10784	796.327586	818.765625	808.10378
P11274	447.976271	786.228916	478.393643	467.471888	448.860759	591.310797	797.7352940000002	660.784483	725.65625	574.732646
Q8IU80	329.772881	470.140562	303.645477	322.167832	239.594937	372.913219	502.441176	376.905172	414.859375	363.453608
Q9UKV0	353.138983	617.702811	365.616137	360.029231	341.443038	458.383451	634.705882	529.181034	556.21875	445.80687300000005
O75608	94.440678	132.144578	80.72616140000002	82.9193007	64.4050633	101.490414	142.882353	118.017241	114.984375	99.0639175
O60341	312.752542	512.1606429999998	305.117359	304.342238	276.07594900000004	382.085772	520.303922	436.068966	465.96875	371.193127
P11474	163.033898	248.895582	148.73838600000005	153.948531	125.227848	186.868819	256.87254900000005	199.758621	232.8125	180.676976
O75762	475.955932	615.0923690000002	442.259169	444.852168	349.78481	552.905146	751.127451	565.3793099999998	575.953125	541.1003440000002
Q8R455	474.00339	612.5381530000002	449.122249	448.90042	348.5696200000001	556.67003	739.686275	552.1206900000002	565.09375	545.837113
O15245	255.20678	296.542169	210.542787	214.748392	141.79746799999995	263.416751	356.676471	258.672414	257.5	258.008935
P42858	1245.81695	1806.82329	1162.75306	1173.46434	953.531646	1462.99294	2047.56863	1616.12069	1632.0	1425.74708
Q91WR5	135.359322	183.389558	127.863081	130.062657	105.607595	159.030272	212.421569	157.76724099999996	171.34375	154.954639
Q04206	199.962712	346.465863	197.943765	186.906853	182.240506	244.771948	333.37254900000005	283.5603450000001	302.109375	235.220619
O54967	387.010169	647.88755	393.647922	359.275105	354.924051	482.391524	637.803922	512.862069	578.734375	463.990378
A0AVT1	418.39322	605.879518	399.276284	404.676923	334.898734	500.599395	682.205882	539.284483	561.875	487.21924400000006
O75751	258.779661	306.666667	212.198044	210.733706	141.40506299999996	264.19778	352.12745099999995	255.95689700000003	259.9375	258.56701
Q6QHF9	255.132203	372.228916	231.334963	238.094685	175.822785	287.120081	389.264706	310.905172	332.375	279.250859
Q9NVM4	280.738983	389.546185	268.41320299999995	268.397063	210.797468	328.100908	442.0	342.456897	366.09375	318.3738830000001
P08172	200.528814	261.678715	175.640587	177.235245	142.68354399999996	220.353179	304.039216	247.70689700000003	229.0	216.49622
P79208	247.8	342.485944	239.858191	236.184895	196.151899	295.440969	386.284314	295.612069	312.390625	288.074227
P08909	216.301695	254.02008	182.608802	173.682517	134.01265800000002	229.07669	310.696078	233.396552	223.1875	224.20756
P0DMS8	166.949153	156.148594	130.220049	130.728252	79.1012658	164.015136	221.323529	152.387931	135.65625	161.86185600000005
Q8IXJ6	145.149153	231.329317	143.599022	149.567552	124.797468	178.523713	242.333333	191.146552	214.90625	173.083849
P09417	93.559322	136.935743	82.4938875	87.2541259	68.0	103.152371	145.009804	125.637931	126.125	101.582818
P42345	1037.40678	1428.57028	994.574572	971.122657	810.772152	1238.23915	1681.46078	1297.72414	1342.85938	1210.82955
Q00960	571.698305	886.337349	558.0978	565.999301	484.455696	687.595358	936.156863	777.431034	795.484375	671.804124
P16050	274.39661	377.148594	258.89486600000004	252.835105	203.189873	320.491423	423.921569	311.215517	345.765625	311.636426
Q9Y256	155.481356	170.26506	123.464548	124.416084	77.08860759999997	153.485368	208.098039	140.198276	149.53125	149.608935
O60760	85.4745763	110.771084	82.9804401	81.0893706	66.0126582	102.569122	134.598039	98.6810345	103.453125	99.9237113
P11712	209.383051	280.024096	193.630807	188.14965	153.949367	242.227043	322.705882	240.405172	254.125	235.601375
P02550	176.467797	263.562249	165.797066	179.337902	135.341772	205.54995	280.588235	230.448276	240.359375	200.097595
Q00342	399.044068	579.220884	388.312958	397.378462	319.924051	478.608476	639.77451	503.017241	523.984375	467.436426
Q9QWJ9	354.986441	565.534137	345.799511	357.477622	295.696203	425.889001	567.627451	465.008621	492.546875	414.164261
P15589	237.528814	313.216867	209.821516	207.025175	156.20253200000005	255.532795	345.333333	268.275862	284.328125	249.041237
Q8WUI4	345.366102	579.4538150000002	337.134474	317.575944	299.506329	417.712412	573.5588240000002	471.12069	514.9375	403.256357
O00255	232.098305	369.236948	227.677262	225.132168	197.759494	282.410696	376.960784	301.741379	333.71875	274.147079
Q64654	208.935593	289.120482	195.821516	193.57986	160.0	243.592331	321.607843	243.16379300000003	259.109375	237.729897
P07451	100.762712	152.670683	101.779951	96.6346853	87.5443038	123.682139	161.617647	126.689655	139.765625	119.90378
Q8NFD2	308.949153	425.738956	285.205379	285.162517	232.240506	355.7739660000001	493.078431	381.87931	399.953125	347.3099660000001
Q9NUX5	260.355932	367.361446	243.508557	251.775245	200.012658	305.41776	417.686275	319.396552	324.171875	298.296907
A2AGL3	1926.9322	2809.70683	1881.83374	1916.51818	1559.41772	2346.30071	3168.42157	2451.65517	2617.82812	2286.99381
Q9P0G3	104.325424	159.92771100000004	97.1320293	97.2096503	82.1265823	118.9889	161.04901999999996	128.93965500000002	135.59375	116.491409
P41229	579.338983	933.558233	593.540342	589.8448950000002	520.455696	735.085772	988.27451	770.543103	880.53125	709.861856
P06211	234.552542	339.835341	226.422983	223.423357	193.797468	278.241171	379.970588	306.094828	316.484375	271.76151200000004
P21836	249.227119	354.582329	232.00489	223.700979	180.227848	283.010091	373.431373	291.25	309.515625	275.353952
Q61214	270.091525	454.036145	285.572127	278.782098	266.443038	347.812311	471.941176	405.413793	410.0	340.987629
P29372	108.416949	181.875502	110.190709	103.842937	101.227848	134.139253	177.313725	144.62069	165.453125	130.472852
Q9P1W9	128.084746	185.634538	115.611247	111.851469	89.22784809999997	142.61553999999995	188.95098	140.293103	162.5	136.783505
Q62053	160.454237	197.144578	139.92176	140.48965	100.759494	172.858729	237.176471	174.98275900000004	173.5	170.173196
Q9UHC9	588.413559	739.405622	500.317848	524.112168	366.063291	626.374369	872.4901960000002	668.1465519999998	646.75	614.375258
Q9NUW8	226.915254	361.827309	232.061125	226.68993	209.594937	285.286579	377.862745	306.905172	329.78125	277.707216
P33032	163.39661	159.196787	129.08802	130.266154	79.3924051	159.997982	221.460784	162.448276	144.4375	158.204811
Q6ZVD8	500.254237	775.614458	485.591687	508.183497	414.088608	611.232089	861.0882349999998	681.956897	701.78125	594.492096
P14902	164.311864	227.084337	155.207824	155.73021	128.253165	193.471241	261.058824	198.551724	212.8125	188.932646
P56677	328.325424	498.184739	314.848411	334.267133	264.79746800000004	384.046418	522.0784309999998	419.672414	448.75	375.037801
P27815	309.955932	531.851406	321.853301	317.992867	289.050633	398.387487	553.352941	474.482759	488.859375	386.378694
P31749	184.071186	281.35743	193.638142	189.675385	166.620253	237.986882	307.068627	237.862069	270.40625	231.36701
P33535	180.261017	216.759036	153.149144	155.397203	110.924051	190.105954	260.401961	202.913793	185.5	186.652921
Q9QUK6	358.0508470000001	460.004016	332.246944	333.317203	253.468354	415.83552	570.362745	429.163793	411.4375	407.839863
P14416	201.023729	242.273092	179.046455	168.002098	138.265823	221.159435	296.382353	223.974138	219.078125	216.505842
P70627	302.433898	444.329317	288.660147	287.004056	243.35443	355.899092	470.970588	378.681034	390.703125	347.689347
P30518	163.318644	197.899598	136.682152	131.258042	96.6962025	167.617558	230.813725	177.413793	177.3125	164.362199
Q9UHI8	345.210169	585.329317	342.154034	367.468951	309.772152	419.390515	575.303922	475.87069	530.75	407.614433
P08912	221.688136	299.0160640000001	207.953545	204.517622	175.265823	257.665994	343.480392	265.637931	272.46875	252.395876
Q9NY46	853.2949150000002	1125.3494	780.479218	782.623077	604.075949	975.138244	1316.7451	1027.56897	1022.92188	955.734021
P41595	217.284746	264.831325	189.792176	183.469091	142.177215	239.202825	323.12745099999995	246.439655	231.765625	234.92646
P13721	166.60678	232.666667	164.9022	158.787832	140.734177	203.074672	263.823529	200.681034	211.28125	198.501718
P27695	118.19661	190.947791	119.97555	121.458741	110.810127	148.65993899999995	197.254902	151.741379	179.5625	144.140893
Q8NB78	322.281356	479.188755	312.200489	320.495105	270.02531600000003	385.471241	514.5882349999998	406.431034	439.40625	376.334021
P22443	230.20339	287.570281	206.141809	200.536084	155.189873	257.490414	343.107843	255.20689700000003	258.671875	251.250859
P12527	282.0	386.429719	274.156479	273.025594	222.21519	337.931382	443.666667	334.905172	355.578125	329.338144
P20309	240.549153	335.646586	226.139364	222.247552	188.316456	280.831483	380.970588	307.594828	297.34375	276.331959
P15823	215.433898	300.108434	191.963325	189.028951	152.151899	237.680121	320.098039	245.474138	259.5	231.722337
P08069	537.0169490000002	816.638554	525.454768	539.98042	447.848101	647.448032	868.578431	696.267241	734.15625	629.3532650000002
P37136	248.40678	357.293173	231.93154	223.494406	180.797468	282.8355200000001	373.852941	292.353448	310.0	275.12302400000004
Q01279	477.155932	717.2449799999998	452.273839	475.180559	386.202532	559.7648839999998	765.54902	604.887931	642.078125	543.817182
P35573	627.555932	887.417671	604.286064	601.330909	494.632911	744.1816349999998	988.647059	762.6034480000002	804.625	724.734708
Q99835	325.79661	447.879518	292.520782	285.90028	229.670886	359.350151	481.666667	375.396552	397.375	349.874227
Q64737	395.237288	584.048193	346.860636	369.153287	288.164557	439.028254	619.7549019999999	511.534483	532.828125	429.585567
P51907	235.735593	292.6425700000001	190.139364	196.62993	136.341772	244.226034	342.470588	272.05172400000004	254.078125	239.947766
P49146	175.972881	207.638554	148.229829	149.386434	105.911392	187.441978	255.705882	190.698276	183.265625	183.401375
Q93008	1015.58983	1497.93976	998.782396	1008.18769	841.5316460000001	1239.5439	1686.89216	1313.5	1375.01562	1206.83711
P11387	263.56271200000003	470.875502	320.080685	296.60028	336.202532	395.925328	503.970588	390.948276	492.078125	383.636426
P00533	470.41016900000005	717.967871	447.352078	473.926014	385.240506	554.5580219999998	763.823529	607.034483	646.65625	538.791753
Q99755	212.688136	341.453815	210.07579500000003	209.175804	187.202532	260.28557	351.352941	288.275862	302.65625	253.67354
P35354	248.681356	347.052209	239.94621	234.88349700000003	196.43038	295.61554	387.068627	297.12069	309.40625	288.258419
P78536	303.172881	497.008032	311.03423	329.097622	284.506329	384.59334	526.333333	421.948276	465.4375	373.190378
P35969	512.481356	797.9317269999998	507.061125	510.54559400000005	448.050633	630.0756809999998	853.352941	681.9137929999998	716.28125	614.462543
P33533	173.050847	196.502008	137.89242099999998	138.51636399999998	96.1265823	172.129162	238.529412	181.37931	174.1875	169.216495
Q5XXA6	422.735593	561.040161	403.163814	389.835944	328.0253160000001	497.39556	649.95098	488.974138	523.5625	485.424742
O43353	210.105085	321.562249	208.591687	202.36993	181.455696	259.507568	355.313725	283.439655	290.96875	252.226804
P28776	163.545763	237.7751	155.398533	151.69048999999995	129.468354	193.663976	260.61764700000003	201.741379	221.578125	187.553952
Q6YP21	188.938983	264.465863	177.339853	177.787273	148.620253	222.068618	296.784314	229.25	237.890625	216.905155
P52789	361.467797	528.9317269999998	343.811736	359.028671	279.810127	428.422805	583.8823530000002	456.706897	505.65625	418.156014
Q9UPY5	244.383051	273.791165	193.809291	189.10979	126.164557	244.998991	326.794118	240.12931	226.921875	240.24329900000004
P61073	167.891525	190.859438	139.383863	142.423497	96.0506329	174.390515	236.313725	173.956897	164.734375	171.42336799999995
Q07001	224.39322	294.574297	205.821516	195.635944	157.265823	256.258325	341.77451	258.37069	261.375	249.338832
O35433	341.874576	483.293173	326.581907	327.422098	269.506329	405.554995	543.460784	418.715517	437.671875	396.391753
Q86V86	132.57966100000002	192.289157	120.474328	122.932308	92.8607595	149.107972	202.470588	150.594828	174.578125	144.505842
P29322	394.498305	592.767068	371.449878	375.783636	309.556962	454.195762	616.843137	500.5	528.8125	443.383505
O96017	199.115254	329.333333	203.290954	210.504755	183.734177	253.722503	346.245098	282.336207	302.4375	246.8811
P14061	127.945763	187.730924	112.889976	118.127972	89.8987342	141.447023	197.745098	158.405172	174.171875	137.528522
P35439	372.437288	544.136546	359.96577	348.802797	303.405063	444.641776	599.176471	488.89655199999993	498.71875	435.812371
Q8QZV1	216.627119	301.634538	214.471883	211.564196	179.64557	265.578204	357.382353	276.974138	293.640625	258.108591
Q9Y259	153.833898	230.429719	156.21026899999995	155.576643	128.063291	191.52775	250.529412	191.818966	208.78125	186.49622
Q12866	404.030508	589.5622490000002	368.418093	370.381818	298.443038	460.911201	635.784314	517.456897	514.8125	448.15189
P43140	210.033898	264.54618500000004	177.75061100000005	177.692727	130.43038	221.295661	298.254902	223.25	226.875	216.419931
P35355	248.484746	345.120482	241.002445	234.319021	196.860759	296.309788	388.22549	296.706897	311.421875	288.734021
Q6P7A9	381.474576	550.297189	359.806846	352.7910490000001	280.886076	442.19475300000005	589.0882349999998	467.913793	473.265625	430.494158
P19174	491.027119	768.795181	512.026895	503.347133	444.113924	627.769929	829.0	654.568966	714.421875	610.824742
P48039	175.962712	184.337349	139.792176	137.928252	94.0506329	174.485368	237.284314	170.422414	155.625	171.98419199999995
P41252	518.179661	730.6546179999998	500.992665	501.785455	412.531646	624.951564	828.470588	627.267241	669.265625	608.725086
P09483	273.542373	359.0361450000001	240.628362	236.031469	184.607595	299.610494	406.931373	309.0	315.3125	290.591065
P35222	299.949153	443.381526	280.711491	291.466573	234.924051	352.392533	497.470588	408.568966	409.65625	344.695533
Q9D6N1	102.115254	157.24498	100.449878	97.4654545	84.2025316	123.315843	165.813725	131.603448	138.25	119.861856
P14679	213.074576	302.401606	208.202934	208.689231	165.708861	251.84662000000003	335.539216	260.87069	268.3125	245.84055
P35367	210.471186	270.75502	196.572127	189.52042	155.962025	242.306761	320.0294120000001	238.5	246.609375	237.665292
P14920	142.298305	205.072289	137.01467	131.313986	107.772152	168.048436	218.519608	166.327586	177.796875	163.25085900000005
P10827	177.338983	299.393574	182.601467	189.037483	168.0	226.74672	310.6176470000001	247.37069	281.296875	220.118213
Q7Z2W7	475.854237	610.614458	449.977995	449.22503499999993	349.810127	557.598385	739.960784	549.672414	566.171875	546.5814429999998
Q02401	765.030508	1124.79116	741.278729	733.031049	606.64557	907.134208	1211.63725	969.905172	992.890625	886.180069
P46059	315.4305080000001	390.048193	271.132029	271.155664	202.164557	339.458123	457.852941	363.051724	335.78125	334.549828
O54939	132.691525	175.550201	117.555012	119.285175	90.7974684	148.19677099999996	201.901961	152.72413799999995	152.5625	145.538832
P12530	277.576271	375.108434	262.02934	256.50979	203.113924	324.248234	428.009804	314.646552	340.09375	316.063918
P48449	298.094915	414.425703	288.136919	289.558182	225.60759500000003	349.06559	456.990196	345.5603450000001	376.59375	340.676976
O95342	541.437288	768.481928	492.760391	506.262937	393.78481	616.707366	845.4803919999998	688.568966	682.0	606.0714780000002
Q28263	352.474576	480.220884	347.283619	348.171189	285.531646	431.30777	573.9117650000002	441.336207	465.046875	421.006186
Q460N5	698.223729	1067.79518	687.046455	698.2655940000002	612.189873	865.18668	1174.2451	931.844828	988.890625	843.3821310000002
P35408	201.945763	282.3775100000001	176.88019599999996	179.726014	138.658228	221.097881	309.852941	247.70689700000003	242.171875	216.912715
P22314	409.637288	615.7550200000002	395.254279	401.494126	335.35443	491.881937	672.372549	539.284483	562.578125	479.863918
P04626	487.6	742.413655	457.308068	478.133706	379.987342	564.674067	770.77451	599.1637929999998	659.328125	545.755326
Q16790	165.223729	282.38152599999995	161.205379	159.212587	135.68354399999998	200.817356	275.166667	222.91379300000003	250.140625	192.167698
P51580	99.3084746	142.10843400000005	98.0195599	100.084755	79.65822779999998	121.312815	157.75490200000004	115.801724	131.984375	117.97732
P35462	177.708475	216.746988	151.418093	154.918881	112.56962	188.541877	257.147059	193.474138	187.96875	185.375258
O15244	259.376271	303.851406	220.403423	215.27007000000003	151.556962	273.15943500000003	360.147059	261.431034	260.96875	267.397251
P33261	208.420339	283.0	195.237164	188.699441	154.620253	243.64783	323.5294120000001	241.0	256.28125	236.82268
P00591	174.461017	272.851406	167.178484	174.088252	142.240506	205.617558	279.176471	229.30172400000004	236.234375	200.428179
P22771	190.735593	252.923695	183.06846	175.334825	148.98734199999996	225.577195	298.5098040000001	227.594828	234.203125	221.018557
P14137	219.294915	302.702811	213.806846	197.848392	174.974684	262.585267	341.490196	261.655172	271.578125	256.933333
Q07817	86.15593220000002	135.329317	86.7457213	87.1146853	70.92405059999999	106.124117	144.362745	124.258621	123.234375	104.23299
P41143	173.298305	196.196787	137.276284	138.559301	96.3797468	170.799193	236.79411800000003	180.939655	176.09375	167.612371
Q07343	262.766102	439.654618	277.491443	281.606154	250.860759	344.859738	482.441176	404.474138	408.28125	336.042612
P04798	217.60678	294.168675	202.718826	191.745594	157.974684	250.433905	333.068627	255.45689700000003	260.25	244.602062
O00408	376.867797	533.036145	356.268949	377.447832	293.443038	445.696266	620.7549019999999	477.801724	500.640625	434.272165
P31424	479.62711900000005	712.321285	437.488998	456.258042	366.518987	543.948537	749.9117650000002	617.318966	624.734375	531.692784
P29473	457.681356	720.903614	447.420538	435.433566	379.810127	549.682139	734.5196080000002	583.844828	640.234375	532.736082
Q9UK80	207.776271	351.4618470000001	211.98044	193.354406	192.56962	257.766902	340.72549	268.189655	313.265625	249.345704
P41145	181.894915	207.333333	148.694377	148.145455	101.556962	185.240161	253.147059	191.560345	178.578125	181.453608
Q9JKC1	244.833898	344.200803	234.691932	229.686014	188.35443	289.32997	376.794118	293.982759	303.28125	282.578694
P11509	200.091525	286.465863	197.814181	181.718462	161.506329	243.975782	315.676471	243.939655	261.59375	238.613746
Q9QYN8	191.732203	247.144578	165.325183	163.190769	123.151899	202.29667	270.470588	208.663793	214.328125	198.538144
Q16850	209.766102	287.75502	196.584352	193.614685	160.164557	244.752775	323.72549	243.12069	259.84375	238.876289
P02766	57.76271189999999	83.1044177	51.6894866	54.45790210000001	41.5696203	64.78002020000001	89.4215686	74.80172409999999	76.75	63.08041239999999
Q5VT25	625.769492	1050.74699	667.530562	667.7549650000002	617.772152	831.110999	1129.57843	913.137931	994.078125	808.701031
Q04828	132.322034	186.646586	127.168704	127.445594	109.620253	158.589304	212.745098	159.12931	175.59375	154.203436
O60656	235.233898	281.136546	208.99022	207.827133	155.67088600000002	258.45106	344.823529	254.172414	264.953125	252.783505
Q02127	150.291525	240.85542200000003	141.816626	139.021678	123.379747	177.879919	241.411765	192.0	216.0	173.46048100000004
P06213	544.7898309999998	817.164659	531.821516	541.2144059999998	443.949367	654.627649	879.7156859999999	688.784483	739.890625	635.728522
P35228	455.477966	662.9839360000002	452.87286100000006	438.328392	381.64557	556.096872	732.686275	563.775862	612.21875	541.950515
P32245	166.63728799999996	172.911647	128.05379	136.366434	79.16455699999999	160.89303700000005	226.696078	168.043103	144.984375	158.73058400000005
Q16769	148.888136	203.518072	141.026895	133.952168	110.151899	173.436932	234.79411800000003	180.5	182.5625	168.94226799999996
P59538	156.04406799999995	156.30923700000002	128.442543	119.349231	84.75949370000002	161.425832	212.11764700000003	144.37069	136.734375	159.37457
Q15056	75.6135593	171.526104	88.8190709	86.58503499999998	90.2658228	106.723512	140.401961	124.362069	152.390625	103.22268
O15118	561.474576	702.0160639999998	483.760391	513.638462	352.0	600.327952	822.7549019999999	628.508621	612.671875	588.382131
Q02294	931.820339	1352.56627	897.388753	859.676923	741.189873	1103.95459	1471.65686	1171.51724	1233.60938	1077.90515
Q13564	208.847458	318.2249	203.300733	209.911329	173.924051	255.159435	350.6176470000001	282.37069	289.40625	248.817869
O43525	331.833898	530.751004	325.706601	318.373706	285.5696200000001	402.292634	533.8823530000002	431.810345	473.90625	391.912715
Q9UKK3	660.59322	1014.36145	646.1100240000002	655.195804	551.886076	810.331988	1110.3333300000004	886.784483	925.78125	788.039863
P00918	98.8983051	154.261044	99.6454768	96.8297902	88.2025316	123.068618	161.686275	125.72413799999998	140.78125	119.589003
P07333	384.877966	562.963855	362.973105	369.975245	298.443038	449.823411	611.137255	486.568966	495.3125	439.028866
Q8TDS4	177.037288	188.289157	151.625917	139.524056	99.8860759	185.769929	244.627451	172.258621	168.4375	182.337457
Q5JRX3	396.250847	605.88755	400.91198	391.950629	346.873418	495.07669	659.009804	518.181034	556.0	481.968385
